codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
671;60642;VIGNOLA SCUOLE BAROZZI;VIALE VITTORIO VENETO 4;VIGNOLA;659623;927060;44,477452;11,006052;444
671;60645;VIGNOLA VITTORIO VENETO;VIALE VITTORIO VENETO 677;VIGNOLA;658952;927188;44,478751;10,997659;444
672;52;PORTA SAN FELICE;VIALE SILVANI 3;BOLOGNA;685166;930223;44,499814;11,328118;500
672;6832;CERETOLO MOLINO;VIA DEL LAVORO 19;CASALECCHIO DI RENO;680278;927923;44,48036;11,265879;507
672;7002;PORTA SARAGOZZA - RISORGI;VIA SARAGOZZA 112/I;BOLOGNA;685207;929173;44,490358;11,328257;500
672;7031;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA FR 253;CASALECCHIO DI RENO;681159;927723;44,478341;11,276879;507
672;7038;CASALECCHIO VILLA CHIARA;VIA PORRETTANA 95;CROCE DI CASALECCHIO;681931;928220;44,482618;11,286753;507
672;7044;CASALECCHIO CHIUSA;VIA PORRETTANA 203;CROCE DI CASALECCHIO;681532;927574;44,476907;11,281513;507
672;60521;PILASTRINO DI ZOLA;VIA RISORGIMENTO 198/C;ZOLA PREDOSA;677113;928689;44,488033;11,226373;571
672;60534;ZOLA PREDOSA;VIA RISORGIMENTO 185/A;ZOLA PREDOSA;675710;929334;44,494178;11,208961;571
672;60537;ZOLA PREDOSA SAN PANCRAZI;VIA RISORGIMENTO 376;ZOLA PREDOSA;675148;929614;44,496834;11,201992;571
672;60550;SAN MARTINO BIVIO;VIA PROVINCIALE KM 34+230;ZOLA PREDOSA;673421;930483;44,505068;11,180577;571
672;60553;CHIESA NUOVA;VIA PROVINCIALE 12;CRESPELLANO;672774;930697;44,507148;11,172515;558
672;60556;STAZIONE VIA LUNGA;VIA PROVINCIALE EX SP 569;MONTE SAN PIETRO;672405;930882;44,508901;11,167938;558
672;60566;VIA LUNGA BIVIO;VIA PROVINCIALE 29;CRESPELLANO;672141;930937;44,509458;11,164637;558
672;60569;VILLA BANZI;VIA PROVINCIALE KM 32+340;CRESPELLANO;671574;931021;44,510349;11,157536;558
672;60582;CRESPELLANO;VIA BAZZANESE 243;CRESPELLANO;669333;931166;44,512183;11,129409;558
672;60585;MUFFA;VIA PROVINCIALE FR 312;MUFFA;667786;930840;44,509611;11,109853;558
672;60598;BAZZANO STAZIONE;VIA PROVINCIALE OVEST FR 1;BAZZANO;665320;930674;44,508686;11,078795;558
672;60601;BAZZANO ROVERI;VIA PROVINCIALE OVEST 7;BAZZANO;664797;930309;44,505522;11,072104;558
672;60614;SAVIGNANO S/PANARO MULINO;VIA CLAUDIA 2059;MULINO;662717;928802;44,492435;11,045479;444
672;60621;DOCCIA;VIA CLAUDIA 4170;SAVIGNANO SUL PANARO;661703;927092;44,477278;11,0322;444
672;60630;FORMICA BIVIO ZOCCA;VIA CLAUDIA 6000/A;FORMICA;660422;925829;44,4662;11,015711;444
672;60637;VIGNOLA;CORSO ITALIA 40 METRI DOPO INCOCIO VIA T;VIGNOLA;659924;927159;44,478276;11,009865;444
672;60646;VIGNOLA VITTORIO VENETO;VIALE VITTORIO VENETO 758;VIGNOLA;658900;927183;44,478718;10,997004;444
672;61514;Z.I. CASAL. BIZZARRI;VIA DEL LAVORO 71;CASALECCHIO DI RENO;679530;928863;44,489002;11,256807;507
672;61517;Z.I. CASAL. CADUTI R.E.;VIA DEL LAVORO FR 93;CASALECCHIO DI RENO;679152;928990;44,490238;11,252101;507
672;61530;Z.I. ZOLA PREDOSA BRODOLI;VIA BRODOLINI FR 22;ZOLA PREDOSA;679098;929716;44,496783;11,251674;571
672;61533;Z.I. ZOLA PREDOSA CURIEL;VIA ROMA 35;BOLOGNA;678823;929687;44,49659;11,248207;571
672;61546;Z.I. ZOLA PREDOSA ROMA;VIA ROMA 36/A;ZOLA PREDOSA;677731;929279;44,493189;11,234342;571
673;67;PORTA LAME;VIALE PIETRAMELLARA 2;BOLOGNA;685600;930583;44,502941;11,333702;500
673;6037;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 147;BOLOGNA;680653;932183;44,518588;11,27208;500
673;6503;PIOPPA;VIA LEPIDO 223;BOLOGNA;678560;933112;44,527466;11,246085;500
673;60530;ZOLA PREDOSA CHIESA;VIA RISORGIMENTO 163/1A;ZOLA PREDOSA;676100;929177;44,492671;11,213809;571
673;60546;PONTE RONCA;VIA RISORGIMENTO 275/B;PONTE RONCA;674323;930038;44,500848;11,191765;571
673;60578;PRAGATTO;VIA PROVINCIALE 175;CRESPELLANO;669948;931015;44,51068;11,137092;558
673;60594;BAZZANO CIRC. NORD PERTIN;VIA CIRCONVALLAZIONE NORD 61;BAZZANO;665731;930507;44,507089;11,083909;558
673;62001;RIGOSA CHIESA;VIA RIGOSA 13;BOLOGNA;677922;931257;44,510936;11,237423;500
673;62014;ZOLA PREDOSA PONTE AUTOST;VIA RIGOSA FR 21/B;ZOLA PREDOSA;677265;929402;44,49441;11,228527;571
674;61537;Z.I. ZOLA PREDOSA GAGLIAN;VIA ROMA 71-69;ZOLA PREDOSA;678473;929571;44,495633;11,243768;571
674;62064;Z.I. ZOLA PREDOSA CALARI;VIA CALARI FR 1;ZOLA PREDOSA;677997;930014;44,499736;11,237938;571
675;16;STAZIONE CENTRALE;VIALE PIETRAMELLARA 59 (FERMATA J);BOLOGNA;686362;930834;44,505002;11,34337;500
675;469;AMENDOLA;VIA AMENDOLA 3;BOLOGNA;686138;930609;44,503036;11,340474;500
675;472;STAZIONE CENTRALE;VIALE PIETRAMELLARA TRA 18/3 E P.C.16877;BOLOGNA;686235;930884;44,505485;11,341792;500
675;6012;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 14/F-18/B;BOLOGNA;684039;930636;44,503817;11,3141;500
68;3309;CALZONI;VIA STALINGRADO 47;BOLOGNA;687584;931971;44,514913;11,359143;500
68;4003;PIAZZA DELL`UNITA`;VIA MATTEOTTI 39;BOLOGNA;686654;931473;44,510675;11,347271;500
68;4103;CRETI;VIA CRETI 41;BOLOGNA;686940;931453;44,510421;11,350859;500
68;4106;STALINGRADO;VIA CRETI 36;BOLOGNA;687282;931416;44,509999;11,355145;500
684;6601;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 30 MT DOPO VIA MARZOCCHI;CASALECCHIO DI RENO;680501;927869;44,479819;11,268663;507
684;7022;FUNIVIA;VIA PORRETTANA 148;BOLOGNA;683264;929217;44,491249;11,303856;500
684;7038;CASALECCHIO VILLA CHIARA;VIA PORRETTANA 95;CROCE DI CASALECCHIO;681931;928220;44,482618;11,286753;507
684;60509;CERETOLO TENUTA LAURO;VIA BAZZANESE FR 81/1;CASALECCHIO DI RENO;678960;928071;44,482019;11,24937;507
684;60512;CERETOLO VIVALDI;VIA BAZZANESE 135/2;CASALECCHIO DI RENO;678699;928222;44,483442;11,246143;507
684;60518;RIALE;VIA RISORGIMENTO 2/B;RIALE;677959;928433;44,485523;11,236916;571
684;62501;PILASTRINO DI ZOLA;VIA GARIBALDI 2;ZOLA PREDOSA;677123;928615;44,487365;11,226473;571
684;62514;GESSO FINELLI;VIA GESSO 125;ZOLA PREDOSA;676761;927517;44,477576;11,221549;571
684;62517;GESSI;VIA GESSO 20m dopo inters. via Ariosto;ZOLA PREDOSA;675957;927018;44,473283;11,211277;571
684;62530;CALDERINO USL;VIA LAVINO FR 17;CALDERINO;674984;925708;44,461735;11,19861;563
684;62533;CALDERINO COMUNE;VIA LAVINO FR 28/3;CALDERINO;675093;925275;44,457813;11,199833;563
684;62546;CALDERINO ORBI;VIA LAVINO FR 189/B;CALDERINO;674582;924303;44,449192;11,193087;563
684;62549;CALDERINO ZONA IND.LE;VIA LAVINO 209;CALDERINO;674200;923847;44,445182;11,188136;563
684;62562;COLOMBARA DEPURATORE;VIA LAVINO FR MARZABOTTO;MONTE SAN PIETRO;673206;921862;44,427563;11,174991;564
684;62565;COLOMBARA VENEZIA;VIA LAVINO 265;MONTE SAN PIETRO;673083;921246;44,42205;11,173241;564
684;62578;MONTE SAN GIOVANNI PEDAGN;VIA LAVINO FR 341;MONTE SAN GIOVANNI;671998;919848;44,409732;11,159158;564
684;62581;MONTE SAN GIOVANNI GNOCCO;VIA LAVINO 353;MONTE SAN PIETRO;671583;919763;44,409065;11,153921;564
684;62594;BADIA DI MONTE SAN PIETRO;VIA LAVINO FR 401;MONTE SAN PIETRO;669964;919837;44,410113;11,133626;564
684;62597;BADIA DI MONTE SAN PIETRO;VIA LAVINO 425;BADIA;669544;919603;44,408106;11,128278;564
684;64564;MOLINO SEGA;VIA VALLE DEL SAMOGGIA (SP 27) FR KM 20+;CASTELLO DI SERRAVALLE;666019;919134;44,404703;11,083886;562
684;64570;SAVIGNO PONTE;VIA VALLE DEL SAMOGGIA FR BV SAMOGGIA;SAVIGNO;665408;918274;44,397105;11,075944;562
684;64573;SAVIGNO CARABINIERI;VIA DELLA LIBERTA` 55;SAVIGNO;665389;917883;44,393591;11,075581;562
684;64583;SAVIGNO;VIA MARCONI 34;SAVIGNO;665218;917403;44,389312;11,073283;562
686;50;PORTA SANT`ISAIA;VIALE VICINI FR 6;BOLOGNA;685193;929748;44,495534;11,328287;500
686;7022;FUNIVIA;VIA PORRETTANA 148;BOLOGNA;683264;929217;44,491249;11,303856;500
686;7029;CROCE;VIA PORRETTANA 92;CROCE DI CASALECCHIO;682116;928477;44,484883;11,289168;507
686;60506;CERETOLO;VIA BAZZANESE 95/3;CERETOLO;679575;928004;44,481264;11,257074;507
686;60509;CERETOLO TENUTA LAURO;VIA BAZZANESE FR 81/1;CASALECCHIO DI RENO;678960;928071;44,482019;11,24937;507
686;60512;CERETOLO VIVALDI;VIA BAZZANESE 135/2;CASALECCHIO DI RENO;678699;928222;44,483442;11,246143;507
686;60519;PILASTRINO STAZIONE;PRESSO LA STAZIONE DI PILASTRINO;ZOLA PREDOSA;677350;928718;44,488236;11,229361;571
686;62501;PILASTRINO DI ZOLA;VIA GARIBALDI 2;ZOLA PREDOSA;677123;928615;44,487365;11,226473;571
686;62514;GESSO FINELLI;VIA GESSO 125;ZOLA PREDOSA;676761;927517;44,477576;11,221549;571
686;62517;GESSI;VIA GESSO 20m dopo inters. via Ariosto;ZOLA PREDOSA;675957;927018;44,473283;11,211277;571
686;62530;CALDERINO USL;VIA LAVINO FR 17;CALDERINO;674984;925708;44,461735;11,19861;563
686;62533;CALDERINO COMUNE;VIA LAVINO FR 28/3;CALDERINO;675093;925275;44,457813;11,199833;563
686;62546;CALDERINO ORBI;VIA LAVINO FR 189/B;CALDERINO;674582;924303;44,449192;11,193087;563
686;62549;CALDERINO ZONA IND.LE;VIA LAVINO 209;CALDERINO;674200;923847;44,445182;11,188136;563
686;62553;RIO TRADITO;VIA LAVINO 239/B;GORIZIA;673639;923261;44,440045;11,180895;564
686;62562;COLOMBARA DEPURATORE;VIA LAVINO FR MARZABOTTO;MONTE SAN PIETRO;673206;921862;44,427563;11,174991;564
686;62569;COLOMBARA;VIA LAVINO 277;MONTE SAN GIOVANNI;673015;920502;44,415373;11,172139;564
686;62572;COLOMBARA CIMITERO;VIA LAVINO FR BV VICENZA;MONTE SAN GIOVANNI;672728;920202;44,412743;11,168437;564
686;62578;MONTE SAN GIOVANNI PEDAGN;VIA LAVINO FR 341;MONTE SAN GIOVANNI;671998;919848;44,409732;11,159158;564
686;62585;OCA PILASTRINO;VIA LAVINO 359;MONTE SAN PIETRO;671083;919842;44,409894;11,147672;564
686;62594;BADIA DI MONTE SAN PIETRO;VIA LAVINO FR 401;MONTE SAN PIETRO;669964;919837;44,410113;11,133626;564
686;62601;BADIA DI MONTE SAN PIETRO;VIA LAVINO 435;MONTE SAN PIETRO;669231;919076;44,403438;11,124178;565
686;62614;PADOVA DI RONCA CASA GNUD;VIA LAVINO FR 459;MONTE SAN PIETRO;670404;917358;44,387707;11,138335;565
686;62617;PADOVA DI RONCA;VIA LAVINO 465;MONTE SAN PIETRO;670720;916892;44,38344;11,142147;565
686;62630;MONTEPASTORE;VIA LAVINO FR 499/A;MONTEPASTORE;669473;915099;44,367602;11,125919;565
686;62633;MONTEPASTORE SCUOLE;VIA LAVINO 551;MONTEPASTORE;669297;915142;44,368029;11,123725;565
686;62646;CROCE DI PRADOLE;VIA LAVINO ANG. LAGHETTO;MONTE SAN PIETRO;667918;914165;44,35956;11,106115;565
686;62649;PRADOLE;VIA BORTOLANI 84;SAVIGNO;667439;913878;44,357088;11,100016;566
686;62662;CASE BORTOLANI SIRENA;VIA BORTOLANI 71;SAVIGNO;666413;913229;44,351485;11,086942;566
686;62665;CA` BORTOLANI;VIA BORTOLANI FR 9/B;BORTOLANI;665764;912354;44,343761;11,078526;566
686;62678;TOLE` SELVA;VIA FINI BV SELVA;VERGATO;664657;911160;44,333271;11,06427;566
686;62681;TOLE` BORGO DI SOTTO;VIA FINI FR 24;TOLE`;664494;910920;44,331148;11,062151;566
687;62529;CALDERINO USL;VIA LAVINO 19/A;CALDERINO;674989;925649;44,461203;11,198653;563
687;62538;CALDERINO;VIA LAVINO FR 83/A;CALDERINO;674866;924880;44,454314;11,196848;563
687;62802;MONGARDINO MOLINO FRATI;VIA OLIVETTA FR 81;SASSO MARCONI;675115;923554;44,442325;11,199528;564
687;62805;MONGARDINO ROMA;VIA OLIVETTA 67;SASSO MARCONI;675081;923094;44,438195;11,198946;564
687;62818;CA` GIGLIOLA;VIA OLIVETTA FR 23;SASSO MARCONI;674941;921686;44,425562;11,196713;564
687;62821;MOLINO DI CESARE;VIA OLIVETTA 15;SASSO MARCONI;675050;921355;44,422558;11,19797;564
687;70049;SASSO M. CA` VECCHIA;VIA PORRETTANA 126;SASSO MARCONI;679364;919640;44,406075;11,25153;582
687;70075;SASSO MARCONI TERMINAL;VIA KENNEDY PIAZZALE TERMINAL;SASSO MARCONI;679018;918106;44,392361;11,246659;582
687;71010;TRIPOLI CASA SABBIONI;VIA MONGARDINO 19;SASSO MARCONI;677933;920109;44,410647;11,233733;582
687;71013;MONGARDINO BORGATA;VIA MONGARDINO 32;SASSO MARCONI;676664;920475;44,41425;11,217931;582
688;62704;LANDA CIMITERO;VIA LANDA (INGRESSO CIMITERO);MONTE SAN PIETRO;674486;926176;44,466065;11,192512;563
688;62707;PORTONI;VIA LANDA KM 1+800;MONTE SAN PIETRO;673629;925979;44,464499;11,18168;564
688;62714;RASPACENERE;VIA LANDA FR 65;MONTE SAN PIETRO;672556;925392;44,459475;11,168005;564
688;62717;LA LANDA;VIA LANDA 120;MONTE SAN PIETRO;671712;924740;44,45381;11,157187;564
688;62730;PIE` DEL MONTE;VIA LANDA FR 145;MONTE SAN PIETRO;669825;923848;44,446231;11,133194;564
689;62696;SARTORANO SCHWEITZER;VIA  SCHWEITZER;MONTE SAN PIETRO;671835;924246;44,449337;11,158568;564
689;62709;VILLA PELI;VIA LANDA ANG. SAN LORENZO;MONTE SAN PIETRO;673223;925853;44,463463;11,176537;564
689;62725;LOGHETTI;VIA LANDA 129/3;LOGHETTO;670390;924515;44,452099;11,140509;564
7;600156;ISONZO GARIBALDI;CSO ISONZO 14;FERRARA;706525;968550;44,838704;11,611973;600
7;600185;MONTEBELLO BELLARIA;VIA MONTEBELLO 12;FERRARA;707643;968348;44,836563;11,626021;600
7;600243;CALDIROLO;VIA CALDIROLO 140;FERRARA;708415;968720;44,839683;11,635931;600
7;600256;COPPARO MORARI;COPPARO 122;FERRARA;709138;969412;44,845695;11,645354;600
7;600259;CENTRO COMM.LE LE MURA;COPPARO 115;FERRARA;709369;969471;44,846158;11,648298;600
7;600269;CALZOLAI CONCA;VIA DEI CALZOLAI 147;FERRARA;709006;970909;44,859195;11,644302;600
7;600272;CALZOLAI CONCA;VIA DEI CALZOLAI 134;FERRARA;709043;970946;44,859517;11,644785;600
7;600275;CONCA S.MARGHERITA;VIA CONCA 272;MALBORGHETTO DI BOARA;709664;970651;44,856682;11,652514;600
7;600468;ARGINONE XVI MARZO;VIA ARGINONE 130;ARGINONE;705073;968455;44,838268;11,593582;600
7;600471;ARGINONE;VIA ARGINONE 227;ARGINONE;704864;968565;44,839317;11,590985;600
7;600474;VIA TRENTI;VIA S.TRENTI 35;ARGINONE;704542;968660;44,840264;11,586953;600
7;600596;GELSOMINI CONCA;VIA DEI GELSOMINI 2;MALBORGHETTO DI BOARA;709261;970981;44,859768;11,647555;600
7;600603;PORTA MARE MORTARA;CSO PORTA MARE 104;FERRARA;708211;968851;44,840921;11,633406;600
7;600606;MORANTE COPPARO;VIA MORANTE E. FR. 4;FERRARA;709015;969308;44,844796;11,643756;600
7;600609;VIA FAVERO;VIA MAFALDA FAVERO 3;FERRARA;708817;968813;44,840402;11,64105;600
7;600635;FACOLTA` DI INGEGNERIA;VIA ARGINE DUCALE;FERRARA;705556;968202;44,835854;11,599585;600
706;50;PORTA SANT`ISAIA;VIALE VICINI FR 6;BOLOGNA;685193;929748;44,495534;11,328287;500
706;500;BOLOGNA AUTOSTAZIONE;VIALE MASINI 3;BOLOGNA;686640;930729;44,503986;11,346827;500
706;7029;CROCE;VIA PORRETTANA 92;CROCE DI CASALECCHIO;682116;928477;44,484883;11,289168;507
706;70006;CASALECCHIO CIMABUE;VIA PORRETTANA 385/3;CASALECCHIO DI RENO;680686;926544;44,467853;11,270525;507
706;70009;SAN BIAGIO FIORINA;VIA PORRETTANA FR VIA DUSE;CASALECCHIO DI RENO;680716;925771;44,460892;11,270632;507
706;70022;BORGONUOVO ALTOPIANO;VIA PORRETTANA 47;PONTECCHIO MARCONI;680910;923128;44,437068;11,272146;581
706;70025;PONTECCHIO MAUSOLEO;VIA PORRETTANA 68;PONTECCHIO MARCONI;680722;922448;44,430998;11,269549;581
706;70038;PONTECCHIO BORGHETTI;VIA PORRETTANA 239;BORGHETTI;680047;921034;44,418446;11,260584;581
706;70041;SASSO M. STELLA;VIA PORRETTANA 102/2;SASSO MARCONI;679890;920597;44,414554;11,258462;581
706;70054;PALAZZO ARMI;VIA PORRETTANA FR PL 1486;SASSO MARCONI;679208;919273;44,402812;11,249446;582
706;70070;SASSO M. CERVETTA;VIA KENNEDY 7;SASSO MARCONI;679122;918707;44,397742;11,248171;582
706;70073;SASSO M. MERCATO;VIA KENNEDY FR 65;SASSO MARCONI;679018;918206;44,39326;11,246694;582
706;70076;SASSO M. KENNEDY;VIA KENNEDY FR P.L. 12;SASSO MARCONI;679091;918386;44,394862;11,247672;582
706;70086;CASE MAZZETTI;VIA PORRETTANA 529;SASSO MARCONI;678115;916981;44,382463;11,234945;582
706;70089;PAGANINO;VIA PORRETTANA FR 549;SASSO MARCONI;677883;916663;44,379659;11,231926;582
706;70102;PANICO;VIA PORRETTANA NORD 34;PANICO;676109;914107;44,357097;11,208808;582
706;70105;MARZABOTTO;PIAZZA MARTIRI DELLE FOSSE ARDEATINE 1;MARZABOTTO;675795;912380;44,341637;11,204288;582
706;70118;CASA LEANDRI;VIA PORRETTANA SUD 79;MARZABOTTO;674265;910573;44,325749;11,184505;582
706;70121;SIBANO;VIA PORRETTANA SUD FR. 83/A;SIBANO;673932;910164;44,322149;11,180195;582
706;70134;PIOPPE PALAZZINA;VIA PORRETTANA FR 57;VERGATO;672176;908846;44,31071;11,157754;569
706;70137;CALVENZANO;VIA PORRETTANA FR CHIESA;VERGATO;670967;907922;44,302682;11,142303;569
706;70150;VERGATO CAVACCHIO;VIA NAZIONALE 68;VERGATO;668839;906517;44,290538;11,115189;569
706;77701;PANICO;VIA DELL`INDUSTRIA FR 44;MARZABOTTO;676008;913994;44,356105;11,207504;582
716;62666;CA` BORTOLANI;SP VALLE DEL LAVINO KM 31.960;BORTOLANI;665690;912210;44,342483;11,077553;566
716;62669;CASE BORTOLANI FORNACE;VIA BORTOLANI FR 15/A;SAVIGNO;665602;912015;44,340748;11,076387;566
716;62682;TOLE` BORGO DI SOTTO;VIA FINI 24;TOLE`;664501;910914;44,331093;11,062237;566
716;62685;TOLE`;PIAZZA DON CELSO LOLLI;TOLE`;664257;910718;44,329384;11,059117;566
716;70109;PIAN DI VENOLA BASSA;VIA PORRETTANA SUD 22;MARZABOTTO;674883;911532;44,334228;11,192571;582
716;70112;MARZABOTTO MUNICIPIO;VIA NEROZZI BV VIA FORNASINI;MARZABOTTO;675821;912195;44,339966;11,204552;582
716;71510;VILLA ARMAROLO;VIA TORRENTE VENOLA 37;MARZABOTTO;672982;911712;44,336302;11,168803;569
716;71513;CASA COMASTRI;VIA TORRENTE VENOLA FR 43;MARZABOTTO;672286;911786;44,337134;11,160103;569
716;71526;MELADELLO BIVIO;VIA TORRENTE VENOLA FR BV MELADELLO;MARZABOTTO;670646;911947;44,338969;11,139598;569
716;71529;MAGAROLO;VIA VENOLA KM. 5+450;SAVIGNO;669599;912199;44,341482;11,126555;566
716;71542;VEDEGHETO POGGIO;VIA VENOLA FR 55;SAVIGNO;668259;912817;44,347353;11,109956;566
716;71545;CASA LA CUCCOLA;VIA VENOLA KM. 8+700;SAVIGNO;667931;912935;44,348491;11,105881;566
716;71558;RONCHESANO;VIA VENOLA KM. 10+350;SAVIGNO;666646;912635;44,346088;11,089674;566
716;71565;CASE BORTOLANI SCUOLE;VIA VENOLA FR 21/A;BORTOLANI;665861;912317;44,343406;11,079731;566
726;70158;VERGATO TERMINAL;PIAZZA GIOVANNI XXIII 31;VERGATO;668719;905537;44,281749;11,11337;569
726;73002;VERGATO DI VITTORIO;VIA DI VITTORIO 15;VERGATO;668234;905612;44,282536;11,10732;569
726;73410;FERRIERA;VIA LABANTE 9;VERGATO;666817;904910;44,276547;11,089349;569
726;73413;MATARUGLIO;VIA VAL D`ANEVA 173;CASTEL D`AIANO;666290;904687;44,274661;11,082679;569
726;73426;CA` DI MINGAIA;VIA VAL D`ANEVA FR BV RAZOLA;CASTEL D`AIANO;664662;903788;44,266942;11,062009;569
726;73429;TORRAZZA;VIA VAL D`ANEVA FR 130;CASTEL D`AIANO;664624;903312;44,262668;11,061384;569
726;73442;QUATTRO QUERCE;VIA VAL D`ANEVA FR 135;CASTEL D`AIANO;663525;902911;44,259308;11,047499;568
726;73445;PONTE MASSARETO;VIA VAL D`ANEVA 129;CASTEL D`AIANO;663379;903163;44,261608;11,045749;568
726;73458;LABANTE SAN CRISTOFORO;VIA VAL D`ANEVA ANG. CHIESA;CASTEL D`AIANO;662534;903014;44,260456;11,035124;568
726;73465;CAMPIDELLO;VIA VAL D`ANEVA 93;CASTEL D`AIANO;661745;902729;44,258068;11,025157;568
726;73474;PASSATORE;VIA VAL D`ANEVA 38;CASTEL D`AIANO;660973;902572;44,256826;11,015444;568
726;73481;CASTEL D`AIANO CHIESINA;VIA VAL D`ANEVA FR 22-24;CASTEL D`AIANO;660724;903877;44,268623;11,012728;568
726;73490;CASTEL D`AIANO FABBRICA;VIA VAL D`ANEVA FR 73;CASTEL D`AIANO;660254;904299;44,272523;11,006972;568
726;73497;CASTEL D`AIANO CROCE;VIA VAL D`ANEVA 7;CASTEL D`AIANO;660047;905145;44,280181;11,004638;447
726;73526;FAIETO;VIA VILLA D`AIANO FR 18;CASTEL D`AIANO;658596;906440;44,29215;10,986858;447
726;73529;CASA FABBRO;VIA VILLA D`AIANO 52;VILLA D`AIANO;658383;906624;44,293852;10,984246;447
726;73542;SERETTA;VIA VILLA D`AIANO FR BV DELLA PACE;CASTEL D`AIANO;657367;906999;44,297447;10,971631;447
726;73545;MONZONE;VIA VILLA D`AIANO FR 121;CASTEL D`AIANO;657254;907357;44,300693;10,970323;447
726;73558;SEMELANO CHIESA;VIA SEMELANO P.L. 2;MONTESE;656909;908598;44,311933;10,966373;447
726;73606;CASTEL D`AIANO GIARDINI;VIA BOLOGNA BV PIANESTRINA;CASTEL D`AIANO;659870;904938;44,278357;11,002358;447
726;73609;CASTEL D`AIANO;PIAZZA N.LEVERA 11;CASTEL D`AIANO;659784;905160;44,280374;11,001349;447
726;73802;CA` MINGARINO;VIA DEI PIANI FR PALO TELEFONICO 3;CASTEL D`AIANO;658626;905126;44,280321;10,986835;447
726;73805;PIANI DI SOTTO;VIA DEI PIANI BV MONTE ALBERTO;CASTEL D`AIANO;657697;904719;44,276861;10,975077;447
726;73812;MONTESE LA PADULLA;VIA PADULLE 1400;MONTESE;657019;903899;44,269629;10,96634;447
726;73818;MONTESE MULINO;VIA A.RIGHI 74;MONTESE;655201;903829;44,269389;10,943553;447
727;73004;VERGATO MINGHETTI;VIA MINGHETTI FR 138;VERGATO;667885;905698;44,283391;11,102977;569
727;73007;CASA MARMOCCHI;VIA PROVINCIALE 1;VERGATO;667967;906165;44,287573;11,104154;569
727;73010;SPEZZOLA;VIA PROVINCIALE FR 4;VERGATO;667727;906506;44,290697;11,101257;569
727;73017;SUSANO;VIA PROVINCIALE FR 44;SUSANO;666599;907385;44,298864;11,087408;569
727;73026;MONTICELLO;VIA PROVINCIALE BV PAGANELLO;VERGATO;665070;907422;44,299546;11,068265;568
727;73033;CEREGLIO;VIA PROVINCIALE FR 27;CEREGLIO;664987;908264;44,30714;11,067491;568
727;73042;CEREGLIO BIVIO TOLE`;VIA PROVINCIALE FR BV TOLE`;VERGATO;664259;908253;44,307206;11,058366;568
727;73206;PIEVE AMORE;VIA PROVINCIALE FR 30;VERGATO;663019;907925;44,304534;11,042727;568
727;73213;AMORE SAN SALVATORE;VIA ROCCA DI ROFFENO FR BV PIEVE DI ROFF;VERGATO;662861;907090;44,297057;11,040487;568
727;73222;ROCCA DI ROFFENO;VIA MONTE ROCCA FR 37;ROCCA DI ROFFENO;662195;906674;44,293462;11,032015;568
727;73229;BORGATA PARUVIANO;VIA PASSO SELLA FR BV PARUVIANO;CASTEL D`AIANO;661502;906936;44,295974;11,023414;568
727;73238;SERRA SARZANA;VIA BOCCA RAVARI 18;CASTEL D`AIANO;660884;906652;44,293556;11,015585;447
727;73245;FAMATICCIA;VIA BOCCA RAVARI FR BV FAMATICCIA;CASTEL D`AIANO;660040;905737;44,285509;11,004732;447
727;73518;ALBERETO;VIA VILLA DAIANO FR BV DELLARTIGIANO;CASTEL D`AIANO;659861;905441;44,282885;11,002399;447
727;73521;CASA MULINELLO;VIA VILLA D`AIANO FR 5;CASTEL D`AIANO;658917;906178;44,289723;10,9908;447
727;73534;VILLA D`AIANO;VIA VILLA D`AIANO 47;VILLA D`AIANO;658172;906777;44,295275;10,981649;447
727;73605;CASTEL D`AIANO GIARDINI;VIA BOLOGNA FR BV PIANESTRINA;CASTEL D`AIANO;659862;904940;44,278377;11,002259;447
727;73614;IL POGGETTO;VIA PASSO BRASA FR 4;CASTEL D`AIANO;659689;904608;44,275428;10,999991;447
727;73621;PASSO BRASA;VIA PASSO BRASA 22;CASTEL D`AIANO;659225;904351;44,273217;10,994102;447
727;73630;CA` NAVETTA;VIA PASSO BRASA 25;CASTEL D`AIANO;658882;904028;44,270386;10,989708;447
727;73637;CANEVACCIA BIVIO;VIA CANEVACCIA 6;CASTEL D`AIANO;657765;902979;44,26119;10,975404;447
727;73646;MONTESE POLLACCI;VIA PROVINCIALE FR 161;MONTESE;656615;903138;44,262869;10,961053;447
121;12101;CICOGNA CASTIGLIA;VIA CICOGNA FR 45;SAN LAZZARO DI SAVENA;693692;927171;44,470126;11,434129;501
121;12104;BORGATELLA STABILIMENTO C;VIA ZUCCHI 29;SAN LAZZARO DI SAVENA;693932;928467;44,481719;11,437629;501
121;12107;COLUNGA SAVIOLI;VIA COLUNGA 47C;SAN LAZZARO DI SAVENA;694784;927896;44,476354;11,448118;501
121;12111;COLUNGA MONTANARA;VIA COLUNGA 13;SAN LAZZARO DI SAVENA;695852;927653;44,47388;11,461443;501
121;12117;MONTANARA;VIA MONTANARA 2;SAN LAZZARO DI SAVENA;695348;926776;44,466128;11,454781;501
