codice_linea;codice_fermata;denominazione;ubicazione;comune;coordinata_x;coordinata_y;latitudine;longitudine;codice_zona
756;73649;CASA FIORA;VIA PROVINCIALE 133;MONTESE;656207;903307;44,264477;10,955995;447
756;73806;PIANI DI SOTTO;VIA DEI PIANI FR BV MONTE ALBERTO;CASTEL D`AIANO;657700;904723;44,276896;10,975116;447
756;73813;MONTESE OFFICINA TORRE;VIA A.RIGHI FR CIMITERO;MONTESE;655488;903834;44,269373;10,947149;447
756;75002;CROCIALE BIVIO GAGGIO;SP 623 CIV 31;CROCIALE;656184;895092;44,190564;10,95326;577
756;75005;PONTE FONTANINA;SP 623 FR 23;GAGGIO MONTANO;655920;895194;44,191538;10,949989;577
756;75018;CA DE NALDI;SP 623 KM 77_100;GAGGIO MONTANO;654904;895075;44,190684;10,937248;577
756;75021;SALDINE;SP 623 FR 6;GAGGIO MONTANO;654934;895317;44,192855;10,937694;577
756;75201;GAGGIO MONTANO MUNICIPIO;VIA ROMA 39;GAGGIO MONTANO;654800;895914;44,198255;10,936194;577
756;75214;CA` DEL GROSSO;SP623 PASSO BRASA KM 74+700;GAGGIO MONTANO;655516;896991;44,207794;10,945469;577
756;75217;GAGGIO MONTANO PONTE;VIA PROVINCIALE KM 74_400;GAGGIO MONTANO;655759;897086;44,208597;10,948537;577
756;75230;CASA TOSCHI;VIA PROVINCIALE KM 73_200;GAGGIO MONTANO;656721;896854;44,206303;10,960502;577
756;75233;SPIAGGIA DI SOTTO;VIA PROVINCIALE 305;GAGGIO MONTANO;656990;896820;44,20594;10,963856;577
756;75246;CASA SERRAMONTE;VIA PROVINCIALE BV LA SERRA;GAGGIO MONTANO;657305;897751;44,214249;10,968076;577
756;75262;ABETAIA BIVIO PIETRACOLOR;VIA PROVINCIALE FR BV PIETRACOLORA;GAGGIO MONTANO;656750;898739;44,223258;10,961427;577
756;75265;MALANDRONE;VIA PROVINCIALE FR 159;MONTESE;656270;899176;44,227293;10,955552;447
756;75278;STANCADORA;VIA PROVINCIALE FR 32;MONTESE;656319;900281;44,237226;10,956494;447
756;75281;PADULLA;VIA PROVINCIALE 62;MONTESE;656047;900570;44,239884;10,953176;447
756;75294;CASA DEL TOSO;VIA PROVINCIALE KM 65_200;MONTESE;656401;901572;44,248824;10,957906;447
756;75297;CASA MARIO;VIA PROVINCIALE FR 96;MONTESE;656406;901818;44,251037;10,958042;447
756;75400;ABETAIA POSTE;VIA COMUNALE FR 20;ABETAIA;657145;898216;44,218467;10,966213;577
756;75403;FORESTO;VIA COMUNALE FR 158;GAGGIO MONTANO;657489;897986;44,216324;10,970448;577
756;77010;SILLA Z.I.;VIA PROVINCIALE 29;GAGGIO MONTANO;657326;894505;44,185037;10,967366;577
756;77013;CASE ZACCANTI;VIA PROVINCIALE 21;GAGGIO MONTANO;657064;894723;44,187055;10,964155;577
757;70589;SILLA DOPOLAVORO;VIA 1` MAGGIO 161;SILLA;658245;893716;44,177739;10,97862;573
757;70602;PORRETTA PESA PUBBLICA;VIA 1` MAGGIO 2;CORVELLA;657701;892350;44,165566;10,971409;573
757;70605;PORRETTA COLLEGIO ALBERGA;VIA MAZZINI FR 208;PORRETTA TERME;657829;891784;44,160445;10,972839;573
757;70608;PORRETTA BIVIO CASTELLUCC;VIA MAZZINI 158;PORRETTA TERME;658045;891608;44,158815;10,975486;573
757;73654;CERRO MASERNO BIVIO;VIA A.RIGHI FR 127;MONTESE;655888;903655;44,267677;10,952104;447
757;73818;MONTESE MULINO;VIA A.RIGHI 74;MONTESE;655201;903829;44,269389;10,943553;447
757;75001;CROCIALE BIVIO GAGGIO;SP 623 FR 31;GAGGIO MONTANO;656193;895092;44,190562;10,953373;577
757;75010;FONTANINA;SP 623 KM 79_200;GAGGIO MONTANO;655879;895254;44,192087;10,949494;577
757;75017;CA DE NALDI;SP 623 KM 77_100;GAGGIO MONTANO;654909;895071;44,190647;10,937309;577
757;75020;PURGATORIO;SP 623 LOCALITA` PURGATORIO;GAGGIO MONTANO;655099;895182;44,191605;10,939718;577
757;75030;GAGGIO MONTANO;VIA GIORDANI FR 4;GAGGIO MONTANO;654725;895911;44,198244;10,935256;577
757;75033;GAGGIO MONTANO ALIGHIERI;VIA GIORDANI 2;GAGGIO MONTANO;654590;895862;44,197832;10,933553;577
757;75714;GABBA;VIA PROVINCIALE FR 15;GABBA;653175;894393;44,184912;10,915426;579
757;75717;GRECCHIA;VIA PROVINCIALE 6;LIZZANO IN BELVEDERE;652429;894470;44,185761;10,90612;579
757;75730;QUERCIOLA DIRETTISSIMA;VIA DIRETTISSIMA 26;QUERCIOLA;650936;895185;44,192505;10,887655;579
757;75801;PRODACCIO;VIA PROVINCIALE FR 52;LIZZANO IN BELVEDERE;650909;895778;44,197846;10,887488;579
757;75814;CORONA;VIA PROVINCIALE 25;LIZZANO IN BELVEDERE;651134;896581;44,205025;10,890533;579
757;75817;VAL DI PIANA;VIA PROVINCIALE FR 35/A;LIZZANO IN BELVEDERE;651255;897155;44,210165;10,892212;579
757;75830;CASTELLUCCIO DI MOSCHEDA;VIA DON GIOVANNI BARBIERI 7;MONTESE;651591;899068;44,227309;10,896968;447
757;75833;PONTE DELL`OCA;VIA PROVINCIALE 99;MONTESE;651921;898247;44,219853;10,90086;447
757;75836;CA` BASIGLIO;VIA MONTEBELVEDERE 3019;MONTESE;652214;898269;44,21999;10,904533;447
757;75846;POLIDORI RONCOLI;VIA PROVINCIALE BV POLIDORI;MONTESE;653575;899075;44,226957;10,921798;447
757;75849;CASEIFICIO DEGLI STANCHIN;VIA PROVINCIALE FR 77;MONTESE;653847;899392;44,229752;10,925295;447
757;75862;MARCHIORRI;VIA PROVINCIALE FR BV MARCHIORRI;MONTESE;653834;900543;44,240112;10,92547;447
757;75865;PONTE COVERAIE;VIA PROVINCIALE FR BV COVERAIE;MONTESE;653997;901089;44,24499;10,92767;447
757;75878;CASE FERLARI;VIA PROVINCIALE 3020;MASERNO;654622;902272;44,255502;10,935843;447
757;75881;LAMA DI SOTTO;VIA PROVINCIALE 286;MONTESE;655112;902572;44,258098;10,942066;447
757;75894;CASA TRE EMME;VIA PROVINCIALE FR 129;MONTESE;655740;903101;44,262723;10,950086;447
757;77006;SILLA VIA GIOVANNI XXIII;VIA GIOVANNI XXIII FR 78;GAGGIO MONTANO;658025;894177;44,181935;10,976008;573
757;77009;SILLA Z.I.;VIA PROVINCIALE FR 29;GAGGIO MONTANO;657337;894507;44,185053;10,967504;577
757;77022;LIBERAGGIO;VIA PROVINCIALE FR 59;GAGGIO MONTANO;656442;895054;44,190167;10,956475;577
766;70710;CASA GARDELLA;VIA ROMA FR. 12;GRANAGLIONE;658707;890341;44,147271;10,983378;573
686;6602;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 35 MT PRIMA VIA MARZOCCHI;CASALECCHIO DI RENO;680499;927856;44,479702;11,268633;507
686;7001;PORTA SARAGOZZA - RISORGI;VIA SARAGOZZA 85;BOLOGNA;685213;929191;44,490519;11,328339;500
686;7017;FUNIVIA;VIA PORRETTANA FR 150;BOLOGNA;683202;929218;44,491274;11,303077;500
686;7033;CASALECCHIO VILLA CHIARA;VIA PORRETTANA 170;CROCE DI CASALECCHIO;681913;928197;44,482415;11,286519;507
686;7036;CROCE;VIA PORRETTANA 47/2;CROCE DI CASALECCHIO;682201;928500;44,485068;11,290245;507
686;7502;CASALECCHIO CASA CONOSCEN;VIA PORRETTANA 257;CASALECCHIO DI RENO;681127;927704;44,478178;11,27647;507
686;60505;CERETOLO;VIA BAZZANESE PL 2639;CERETOLO;679592;928014;44,481349;11,257291;507
686;60518;RIALE;VIA RISORGIMENTO 2/B;RIALE;677959;928433;44,485523;11,236916;571
686;62510;GESSO CHIESA;VIA GARIBALDI 35/A;GESSO;676920;927740;44,479543;11,223623;571
686;62513;GESSO FINELLI;VIA GESSO FR 125;ZOLA PREDOSA;676758;927528;44,477676;11,221515;571
686;62526;PONTE RIVABELLA;VIA LAVINO 6;CALDERINO;674957;925920;44,463648;11,198342;563
686;62529;CALDERINO USL;VIA LAVINO 19/A;CALDERINO;674989;925649;44,461203;11,198653;563
686;62542;PONTE PRAMARANO;VIA LAVINO 104;CALDERINO;674706;924574;44,4516;11,194736;563
686;62545;CALDERINO ORBI;VIA LAVINO 189;CALDERINO;674547;924262;44,448832;11,192634;563
686;62558;CASA LUNGA;VIA LAVINO KM 13;MONTE SAN PIETRO;673348;922219;44,43074;11,176893;564
686;62565;COLOMBARA VENEZIA;VIA LAVINO 265;MONTE SAN PIETRO;673083;921246;44,42205;11,173241;564
686;62571;COLOMBARA CIMITERO;VIA LAVINO BV VICENZA;MONTE SAN GIOVANNI;672739;920223;44,412929;11,168582;564
686;62574;MONTE SAN GIOVANNI;VIA LAVINO FR 317;MONTE SAN GIOVANNI;672421;919979;44,41081;11,16451;564
686;62581;MONTE SAN GIOVANNI GNOCCO;VIA LAVINO 353;MONTE SAN PIETRO;671583;919763;44,409065;11,153921;564
686;62590;OCA;VIA LAVINO FR 387/B;MONTE SAN PIETRO;670586;919936;44,410857;11,141465;564
686;62597;BADIA DI MONTE SAN PIETRO;VIA LAVINO 425;BADIA;669544;919603;44,408106;11,128278;564
686;62610;PADOVA DI RONCA MOLINO NU;VIA LAVINO 424;MONTE SAN PIETRO;670039;917581;44,389799;11,133829;565
686;62613;PADOVA DI RONCA CASA GNUD;VIA LAVINO 459;MONTE SAN PIETRO;670399;917353;44,387663;11,138271;565
686;62626;CASA DEL BUCO;VIA LAVINO 462;MONTE SAN PIETRO;670467;915721;44,372965;11,138589;565
686;62629;MONTEPASTORE;VIA LAVINO 499/A;MONTEPASTORE;669469;915109;44,367692;11,125872;565
686;62642;CASA MELEGA;VIA LAVINO 554;MONTE SAN PIETRO;668123;914495;44,362481;11,108792;565
686;62645;CROCE DI PRADOLE;VIA LAVINO FR LAGHETTO;MONTE SAN PIETRO;667914;914170;44,359606;11,106066;565
686;62658;MONZONE;VIA BORTOLANI 78/A;SAVIGNO;666783;913645;44,355143;11,091715;566
686;62661;CASE BORTOLANI SIRENA;VIA BORTOLANI FR 71;SAVIGNO;666407;913231;44,351505;11,086868;566
686;62664;PASTOR ANGELICUS;VIA BORTOLANI 1642;BORTOLANI;666213;912744;44,347168;11,08428;566
686;62674;SAN LUIGI;VIA BORTOLANI 58;SAVIGNO;665089;911596;44,337095;11,069823;566
686;62677;TOLE` SELVA;VIA FINI FR BV SELVA;VERGATO;664649;911161;44,333281;11,06417;566
687;62526;PONTE RIVABELLA;VIA LAVINO 6;CALDERINO;674957;925920;44,463648;11,198342;563
687;62533;CALDERINO COMUNE;VIA LAVINO FR 28/3;CALDERINO;675093;925275;44,457813;11,199833;563
687;62542;PONTE PRAMARANO;VIA LAVINO 104;CALDERINO;674706;924574;44,4516;11,194736;563
687;62806;MONGARDINO ROMA;VIA OLIVETTA FR 67;SASSO MARCONI;675091;923092;44,438175;11,19907;564
687;62809;MONGARDINO NAPOLI;VIA OLIVETTA FR 42;SASSO MARCONI;674917;922470;44,432621;11,196676;564
687;62822;MOLINO DI CESARE;VIA OLIVETTA FR 15;SASSO MARCONI;675056;921359;44,422593;11,198046;564
687;62825;MOLINO DI CESARE CAPOLINE;VIA OLIVETTA 9;SASSO MARCONI;674993;921240;44,421537;11,197215;564
687;71006;L`ACQUA;VIA MONGARDINO FR 10;SASSO MARCONI;678327;920121;44,410658;11,238681;582
687;71009;TRIPOLI CASA SABBIONI;VIA MONGARDINO FR 19;SASSO MARCONI;677932;920117;44,410719;11,233723;582
687;71022;MONGARDINO PAESE;VIA TIGNANO ANG. CODICINO;SASSO MARCONI;676204;921537;44,423916;11,212518;582
687;71025;PONTE LEPRI;VIA OLIVETTA 2;SASSO MARCONI;674928;921136;44,420618;11,196364;564
688;62703;LANDA CIMITERO;VIA LANDA (FR INGRESSO CIMITERO);MONTE SAN PIETRO;674463;926172;44,466035;11,192222;563
688;62710;VILLA PELI;VIA LANDA FR SAN LORENZO;MONTE SAN PIETRO;673223;925845;44,463391;11,176535;564
688;62713;RASPACENERE;VIA LANDA 65;MONTE SAN PIETRO;672553;925397;44,459521;11,167969;564
688;62716;LANDA ROMAGNOLI;VIA LANDA FR 85/1;MONTE SAN PIETRO;671985;925031;44,456363;11,160713;564
688;62726;LOGHETTI;VIA LANDA 130;MONTE SAN PIETRO;670391;924508;44,452035;11,140519;564
688;62729;PIE` DEL MONTE;VIA LANDA 145;MONTE SAN PIETRO;669820;923849;44,446241;11,133131;564
689;62694;SARTORANO SCHWEITZER ORTE;VIA SCHWEITZER;MONTE SAN PIETRO;671641;924278;44,449671;11,156142;564
689;62700;SARTORANO FLEMING ORTENSI;VIA FLEMING;MONTE SAN PIETRO;671706;923991;44,447073;11,156864;564
689;62703;LANDA CIMITERO;VIA LANDA (FR INGRESSO CIMITERO);MONTE SAN PIETRO;674463;926172;44,466035;11,192222;563
689;62707;PORTONI;VIA LANDA KM 1+800;MONTE SAN PIETRO;673629;925979;44,464499;11,18168;564
689;62713;RASPACENERE;VIA LANDA 65;MONTE SAN PIETRO;672553;925397;44,459521;11,167969;564
7;600017;SAN ROCCO MEDAGLIE D`ORO;RAMPARI SAN ROCCO 15;FERRARA;708261;967895;44,832309;11,633646;600
7;600065;CONCA GELSOMINI - AGRIFOG;VIA CONCA TRA V.AGRIFOGLIO E V. DEI GELS;MALBORGHETTO DI BOARA;709202;970955;44,859551;11,646799;600
7;600155;ISONZO GARIBALDI;CSO ISONZO 91;FERRARA;706530;968564;44,838828;11,612042;600
7;600162;CAVOUR P. BERETTA;VLE CAVOUR 102;FERRARA;706850;968693;44,839896;11,616139;600
7;600165;CAVOUR GIARDINI;VLE CAVOUR F 22;FERRARA;707034;968578;44,838808;11,618418;600
7;600191;MORTARA BOVELLI;VIA MORTARA 133;FERRARA;708021;968404;44,836957;11,630821;600
766;70713;CASA CIABATTA;VIA NAZIONALE 195;GRANAGLIONE;658950;889989;44,144051;10,986308;573
766;70723;VALDOPPIO II;VIA VALDOPPIO 18;GRANAGLIONE;659138;889540;44,139971;10,988522;574
766;70726;CASA RINGHINO;VIA NAZIONALE FR 133;PONTE DELLA VENTURINA;659230;889030;44,135362;10,989517;574
766;79514;CASONE;VIA BURIONE BV PROVINCIALE;CASONE;658794;888426;44,130022;10,983888;574
766;79604;LA PIEVE;VIA LANZONI AREA PARCHEGGIO;PONTE DELLA VENTURINA;658946;888159;44,127586;10,985706;574
766;700000;PORRETTA TERMINAL;VIA DON MINZONI;PORRETTA TERME;658220;891128;44,154458;10,977529;573
767;70706;PORRETTA - LE TERME;VIA ROMA LATO HOTEL SANTOLI;PORRETTA TERME;658490;890811;44,151548;10,980808;573
767;70709;CASA GARDELLA;VIA ROMA 12;GRANAGLIONE;658697;890339;44,147256;10,983252;573
767;70722;PONTE VENTURINA RISTORANT;VIA NAZIONALE FR 173;VALDOPPIO;659309;889463;44,13924;10,990635;574
767;70725;CASA RINGHINO;VIA NAZIONALE 125-127;PONTE DELLA VENTURINA;659223;889043;44,13548;10,989434;574
767;79606;CASA RENO;VIA TRAVERSA DI PRACCHIA 19-21;GRANAGLIONE;659109;888159;44,127551;10,987743;574
767;79613;MOLINO DEL PALLONE;VIA TRAVERSA DI PRACCHIA 93;MOLINO DEL PALLONE;656995;885008;44,099655;10,960396;575
767;79626;CASE BONI;VIA PROVINCIALE FR BV CASE FORLAI;GRANAGLIONE;655219;884508;44,095534;10,938073;575
767;79629;RIO MURAGLIO;VIA CASE CALISTRI BV POGGIO DEI BOSCHI;GRANAGLIONE;653844;885021;44,10044;10,921054;575
768;70704;PORRETTA ROMA;VIA ROMA FR 24;PORRETTA TERME;658217;891014;44,153433;10,977457;573
768;70714;CASA CIABATTA;VIA NAZIONALE FR. 193;GRANAGLIONE;658961;889991;44,144067;10,986446;573
768;70717;PONTE VENTURINA BIVIO GRA;VIA NAZIONALE 152;GRANAGLIONE;659093;889805;44,142365;10,98804;573
768;70730;PONTE VENTURINA BAR GENOV;VIA NAZIONALE 80;PONTE DELLA VENTURINA;659369;888617;44,131615;10,991129;574
768;79502;CALAVRAGGINE;VIA BURIONE FR 190;PONTE DELLA VENTURINA;659231;888434;44,129999;10,98935;574
768;79505;BURIONE CASA INA;VIA BURIONE FR 143/6;BURIONE;658821;888196;44,127946;10,984156;574
768;79518;PIEVE;VIA PROVINCIALE FR CIMITERO;GRANAGLIONE;658510;888349;44,12939;10,980317;574
768;79521;ORTI;VIA PROVINCIALE FR VIA SEMINARIO;ORTI;658430;888686;44,13244;10,979419;574
768;79525;BORGO CAPANNE INA CASA;VIA PROVINCIALE FR 7/2;GRANAGLIONE;658205;888833;44,133811;10,976652;574
768;79534;BORGO CAPANNE BIVIO POGGI;VIA PROVINCIALE FR BV POGGIO;GRANAGLIONE;658022;888877;44,134247;10,974379;574
768;79541;LUSTROLA;VIA PROVINCIALE FR 6/4;LUSTROLA;657715;887607;44,122886;10,970163;575
768;79550;GRANAGLIONE;VIA PROVINCIALE FR 34;GRANAGLIONE;656825;886863;44,116382;10,958825;575
768;79557;BORGATA POGGIOLO LA VALLE;VIA PROVINCIALE FR 155;GRANAGLIONE;656678;886674;44,114713;10,956932;575
768;79566;SAMBUCEDRO;VIA PROVINCIALE FR 79;GRANAGLIONE;656390;885174;44,101278;10,952891;575
768;79573;LA VERGININA;VIA PROVINCIALE FR 56;GRANAGLIONE;655752;884909;44,099029;10,944846;575
77;4002;SACRO CUORE;VIA MATTEOTTI 18;BOLOGNA;686599;931235;44,508548;11,346494;500
77;4012;LOMBARDI;VIA CORTICELLA FR 61;BOLOGNA;686666;932199;44,517202;11,347684;500
77;4018;ISTITUTO ALDINI;VIA CORTICELLA FR 121/A;BOLOGNA;686685;932681;44,521533;11,348097;500
77;4021;CASERME ROSSE;VIA CORTICELLA 147;BOLOGNA;686816;933149;44,525709;11,349914;500
77;4028;PINARDI;VIA CORTICELLA FR 201/2/A;BOLOGNA;687145;934086;44,534052;11,35439;500
77;4034;LIPPARINI;VIA CORTICELLA FR 255;BOLOGNA;687266;934838;44,540785;11,356185;500
77;5213;TANARI;VIA TANARI 1/2;BOLOGNA;685319;930942;44,506242;11,330299;500
77;7112;MAGNANI;VIA COSTA A. 160;BOLOGNA;683947;929559;44,494152;11,312561;500
770;70607;PORRETTA BIVIO CASTELLUCC;VIA MAZZINI 145;PORRETTA TERME;658009;891615;44,158886;10,975038;573
770;79106;PORRETTA EDIFICIO SCOLAST;VIA MARCONI FR 66;PORRETTA TERME;657910;891237;44,155506;10,973687;573
770;700000;PORRETTA TERMINAL;VIA DON MINZONI;PORRETTA TERME;658220;891128;44,154458;10,977529;573
770;720101;PORRETTA STAZIONE;PIAZZA PROTCHE 12;PORRETTA TERME;658222;891265;44,155691;10,977595;573
770;790103;REPUBBLICA;VIA DELLA REPUBBLICA 2;PORRETTA TERME;657810;891342;44,156473;10,972469;573
770;790106;PORRETTA POLO SCOLASTICO;VIA DELLA REPUBBLICA FR 12;PORRETTA TERME;657668;891426;44,157259;10,970719;573
770;790109;PORRETTA CREMLINO;VIA DELLA REPUBBLICA FR 33;PORRETTA TERME;657578;891582;44,158682;10,969641;573
776;70589;SILLA DOPOLAVORO;VIA 1` MAGGIO 161;SILLA;658245;893716;44,177739;10,97862;573
776;70598;PUCCIGA;VIA 1` MAGGIO FR 75;CORVELLA;658040;892821;44,169731;10,975788;573
776;70605;PORRETTA COLLEGIO ALBERGA;VIA MAZZINI FR 208;PORRETTA TERME;657829;891784;44,160445;10,972839;573
776;70608;PORRETTA BIVIO CASTELLUCC;VIA MAZZINI 158;PORRETTA TERME;658045;891608;44,158815;10,975486;573
776;77002;SILLA EL PASO;VIA GIOVANNI XXIII FR 24;GAGGIO MONTANO;658315;894027;44,180523;10,979589;573
776;77009;SILLA Z.I.;VIA PROVINCIALE FR 29;GAGGIO MONTANO;657337;894507;44,185053;10,967504;577
776;77018;LASTRA ROSSA;VIA PROVINCIALE 79;GAGGIO MONTANO;656744;895029;44,189877;10,960245;577
776;77102;CROCIALE BIVIO GAGGIO;VIA PROVINCIALE FR 28;CROCIALE;656162;895056;44,190245;10,952974;577
776;77105;LE VIGNE;VIA PROVINCIALE 43/A;GAGGIO MONTANO;655704;894745;44,187544;10,947155;577
776;77118;BORRE;VIA PROVINCIALE FR 12;LIZZANO IN BELVEDERE;654744;893803;44,179272;10,934872;577
776;77121;PALAZZO;VIA PROVINCIALE 18;LIZZANO IN BELVEDERE;653922;893368;44,175532;10,924467;577
776;77134;LE FOSSE;VIA PROVINCIALE FR BV VIA POZZA;LIZZANO IN BELVEDERE;651959;892939;44,172082;10,8998;577
776;77137;LIZZANO PANIGALE;VIA PROVINCIALE FR BV CASTELLUCCIO;LIZZANO IN BELVEDERE;651887;892673;44,169704;10,898823;577
776;77150;LIZZANO BV PIANACCIO;VIA PROVINCIALE FR 21;LIZZANO IN BELVEDERE;651866;891139;44,155905;10,898118;578
776;77153;LIZZANO C.O.N.I.;VIA III NOVEMBRE (SP 324) KM 12-20;LIZZANO IN BELVEDERE;651506;891550;44,159678;10,893736;578
7;600207;GIOVECCA MONTEBELLO;CSO DELLA GIOVECCA 105;FERRARA;707539;968277;44,835955;11,624678;600
7;600255;COPPARO TUROLDO;COPPARO F 86;FERRARA;708877;969359;44,845295;11,642033;600
7;600268;CALZOLAI PANNONIUS;VIA DEI CALZOLAI 54;FERRARA;708566;969884;44,850107;11,638317;600
7;600271;CALZOLAI CORREGGIOLI;VIA DEI CALZOLAI 67;FERRARA;708615;970326;44,854067;11,639118;600
7;600274;AGRIFOGLIO CONCA;;MALBORGHETTO DI BOARA;709187;971023;44,860167;11,646637;600
7;600467;FACOLTA` DI INGEGNERIA;VIA ARGINE DUCALE;FERRARA;705546;968205;44,835884;11,59946;600
7;600470;ARGINONE;VIA ARGINONE 162;ARGINONE;704804;968604;44,839685;11,590242;600
7;600599;CALZOLAI ZANATTA;VIA DEI CALZOLAI 19;FERRARA;708627;969497;44,846609;11,638929;600
7;600602;GIOVANNI XXIII;VIA GIOVANNI XXIII 55;FERRARA;708566;968983;44,842004;11,637947;600
7;600605;MORANTE COPPARO;VIA MORANTE E. 4;FERRARA;708992;969304;44,844766;11,643464;600
706;52;PORTA SAN FELICE;VIALE SILVANI 3;BOLOGNA;685166;930223;44,499814;11,328118;500
706;7022;FUNIVIA;VIA PORRETTANA 148;BOLOGNA;683264;929217;44,491249;11,303856;500
706;7038;CASALECCHIO VILLA CHIARA;VIA PORRETTANA 95;CROCE DI CASALECCHIO;681931;928220;44,482618;11,286753;507
706;7044;CASALECCHIO CHIUSA;VIA PORRETTANA 203;CROCE DI CASALECCHIO;681532;927574;44,476907;11,281513;507
706;7504;CASALECCHIO CROCE ROSSA;VIA PORRETTANA FR 420;CASALECCHIO DI RENO;680690;927528;44,476704;11,270918;507
706;70002;CASALECCHIO AUTOSTRADA;VIA PORRETTANA 371;CASALECCHIO DI RENO;680814;927052;44,472391;11,27231;507
706;70005;CASALECCHIO CIMABUE;VIA PORRETTANA 516;CASALECCHIO DI RENO;680603;926368;44,466291;11,269421;507
706;70018;BORGONUOVO;VIA PORRETTANA FR 42/5;BORGONUOVO;680836;923853;44,443608;11,27147;581
706;70021;BORGONUOVO ALTOPIANO;VIA PORRETTANA 62;PONTECCHIO MARCONI;680878;923288;44,438515;11,2718;581
706;70034;PONTECCHIO SCUOLE;VIA PORRETTANA 145;PONTECCHIO MARCONI;680475;921750;44,42478;11,266205;581
706;70037;PONTECCHIO BORGHETTI;VIA PORRETTANA 94/5;BORGHETTI;680032;921061;44,418692;11,260405;581
706;70050;SASSO M. CA` VECCHIA;VIA PORRETTANA FR 126;SASSO MARCONI;679405;919702;44,406622;11,252066;582
706;70053;PALAZZO ARMI;VIA PORRETTANA FR 351;SASSO MARCONI;679178;919224;44,402379;11,249052;582
706;70069;SASSO M. CERVETTA;VIA KENNEDY 22;SASSO MARCONI;679105;918639;44,397134;11,247935;582
706;70082;FONTANA;VIA FONTANA 31;FONTANA;678409;917394;44,386106;11,238774;582
706;70085;CASE MAZZETTI;VIA PORRETTANA BV RUPE;SASSO MARCONI;678030;916877;44,381548;11,233843;582
706;70098;PANICO CASAGRANDE;VIA PORRETTANA NORD 66/A;LAMA DI RENO;676581;915407;44,368678;11,215168;582
706;70101;PANICO;VIA PORRETTANA NORD 41/2;MARZABOTTO;675945;913955;44,35577;11,206701;582
706;70114;PIAN DI VENOLA;VIA PORRETTANA SUD 53/A;PIAN DI VENOLA;674585;911381;44,332941;11,188786;582
706;70117;CASA LEANDRI;VIA PORRETTANA SUD FR 79;MARZABOTTO;674207;910534;44,325412;11,183765;582
706;70130;PIOPPE;VIA PORRETTANA FR 74;VERGATO;672333;909165;44,313542;11,159827;569
706;70133;PIOPPE PALAZZINA;VIA PORRETTANA 57;VERGATO;672166;908817;44,310451;11,157619;569
706;70146;TABINA;VIA PORRETTANA 6;VERGATO;669455;907718;44,3012;11,123295;569
706;70500;PALAZZINA;VIA DELLA COSTITUZIONE 569;VERGATO;668616;906121;44,287027;11,112268;569
706;77704;ZONA INDUSTRIALE SASSATEL;VIA DELL`INDUSTRIA FR 23;MARZABOTTO;675969;913180;44,348792;11,20674;582
716;62678;TOLE` SELVA;VIA FINI BV SELVA;VERGATO;664657;911160;44,333271;11,06427;566
716;62681;TOLE` BORGO DI SOTTO;VIA FINI FR 24;TOLE`;664494;910920;44,331148;11,062151;566
716;70110;PIAN DI VENOLA BASSA;VIA PORRETTANA SUD 21;PIAN DI VENOLA;675028;911574;44,334571;11,194403;582
716;70113;PIAN DI VENOLA;VIA PORRETTANA SUD 10M PRIMA INT. VIA LO;PIAN DI VENOLA;674515;911351;44,332688;11,187898;582
716;71501;ARMAROLO;VIA TORRENTE VENOLA 38/2;MARZABOTTO;673991;911494;44,3341;11,181378;569
716;71514;CASA COMASTRI;VIA TORRENTE VENOLA 43;MARZABOTTO;672286;911780;44,33708;11,160101;569
716;71517;CASA MONARI;VIA TORRENTE VENOLA 52/2;MARZABOTTO;671508;911823;44,337651;11,150363;569
716;71530;MAGAROLO;VIA VENOLA KM. 5+450;SAVIGNO;669599;912190;44,341401;11,126552;566
716;71533;VEDEGHETO CASEIFICIO;VIA VENOLA FR 33;SAVIGNO;668842;912475;44,344141;11,117154;566
716;71546;CASA LA CUCCOLA;VIA VENOLA KM. 8+700;SAVIGNO;667926;912932;44,348465;11,105818;566
716;71549;CASA CASELLO;VIA VENOLA 105;SAVIGNO;667454;912985;44,349051;11,099917;566
716;71562;CASE BORTOLANI DI SOTTO;VIA VENOLA 26;SAVIGNO;666295;912526;44,345188;11,085238;566
726;73001;VERGATO DI VITTORIO;VIA DI VITTORIO FR 15;VERGATO;668237;905620;44,282608;11,10736;569
726;73004;VERGATO MINGHETTI;VIA MINGHETTI FR 138;VERGATO;667885;905698;44,283391;11,102977;569
726;73406;MULINELLO;VIA LABANTE 7/1;VERGATO;667159;905332;44,280265;11,093767;569
726;73409;FERRIERA;VIA LABANTE FR 9;VERGATO;666816;904923;44,276664;11,089341;569
726;73422;VALLE DI VIGO;VIA VAL D`ANEVA 140;CASTEL D`AIANO;665219;904325;44,271648;11,069153;569
726;73425;CA` DI MINGAIA;VIA VAL D`ANEVA BV RAZOLA;CASTEL D`AIANO;664662;903797;44,267023;11,062012;569
726;73438;LABANTE AMERICA;VIA VAL D`ANEVA FR 143;CASTEL D`AIANO;664050;902960;44,259631;11,054087;568
726;73441;QUATTRO QUERCE;VIA VAL D`ANEVA 135;CASTEL D`AIANO;663529;902916;44,259352;11,04755;568
726;73454;LABANTE;VIA VAL D`ANEVA 110;CASTEL D`AIANO;663055;902881;44,259143;11,041605;568
